New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/eFd4rteI1b http://t.co/r77mICT4cB	Thu Mar 26 07:17:10 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/xz75ywkAXD http://t.co/6EghJQTrng	Thu Mar 26 07:17:13 +0000 2015	United States
Centre	Ferrari LaFerrari Nurburgring Slow but with Powerslides: https://t.co/szhGuHUo0v via @YouTube	Thu Mar 26 07:17:15 +0000 2015	France
New South Wales	Ferrari expect to be a 'fair bit closer' to Mercedes http://t.co/tC8Gc6eIJw	Thu Mar 26 07:17:18 +0000 2015	Australia
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/IyoLiqri5E http://t.co/SjX9PRbzri	Thu Mar 26 07:17:20 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/gVao9khHm2 http://t.co/ZYNjDPx2b4	Thu Mar 26 07:17:24 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/KBY37GFP4C http://t.co/zp7JDXVdBu	Thu Mar 26 07:17:27 +0000 2015	United States
South Carolina	@basedhipsta but gta made me happy affff with the new ford dually 😍 that big bastard my new fav car	Thu Mar 26 07:17:29 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/IiZDEk97p7 http://t.co/VTi6UrjvZO	Thu Mar 26 07:17:30 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/AwhQi4azlp http://t.co/FYzx2ErURB	Thu Mar 26 07:17:33 +0000 2015	United States
Gujarat	Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand http://t.co/ZuGqHx3xOn	Thu Mar 26 07:17:33 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/kbKabQH3Du http://t.co/Xr5aBICw13	Thu Mar 26 07:17:36 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/bU0qXmv201 http://t.co/uRX5cxaFsK	Thu Mar 26 07:17:39 +0000 2015	United States
Northern Ireland	RT @ReutersBiz: Ford aims to triple exports from India with $1 billion plant http://t.co/eaIRHbqWN1	Thu Mar 26 07:17:41 +0000 2015	United Kingdom
None	#Ford aims to triple exports from India with $1 bn plant - Business Standard http://t.co/0zZyZMgMW6	Thu Mar 26 07:17:46 +0000 2015	India
None	RT @Nissan: RT for #GTR #NISMO. FAVE for #370Z #NISMO. http://t.co/NCIAD5DKI1	Thu Mar 26 07:17:47 +0000 2015	Spain
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/ajN4pAgEWH http://t.co/Nn78vHJ1zX	Thu Mar 26 07:17:48 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/vSKPlFejFV http://t.co/CI39xekS72	Thu Mar 26 07:17:51 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/7j46HKrQll http://t.co/ltHM7xKmAD	Thu Mar 26 07:17:54 +0000 2015	United States
Wilayah Persekutuan Kuala Lumpur	Miami car wash A Bentley, a Ferrari, and my 2008 Mazda acti http://t.co/NKyGjutWhA	Thu Mar 26 07:17:56 +0000 2015	Malaysia
Gujarat	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:17:58 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/cEUgkBWio8 http://t.co/aDcpELWHVB	Thu Mar 26 07:17:58 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/Y4QC8spU5E http://t.co/QOGRpoePmz	Thu Mar 26 07:18:00 +0000 2015	United States
Western Province	RT @CNN: This new Ford car will slow you down if you go faster than the posted speed limit: ttp://cnn.it/1CYypFD via @CNNMoney http://t.co/…	Thu Mar 26 07:18:01 +0000 2015	Sri Lanka
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/RZLrwhQQ8W http://t.co/NPvTemfqxR	Thu Mar 26 07:18:03 +0000 2015	United States
Fukuoka-ken	Ford Intelligent Speed Limiter Helps S-Max Drivers Avoid Tickets (VIDEO) http://t.co/fcwabY7fZo	Thu Mar 26 07:18:04 +0000 2015	Japan
Gujarat	Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand http://t.co/6zl88bHICL	Thu Mar 26 07:18:04 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/2bgATtres0 http://t.co/WtPpJ3CWX9	Thu Mar 26 07:18:07 +0000 2015	United States
England	RT @businessline: Ford CEO will focus on India, China to drive Vision 2020 http://t.co/s0DYXawkqH #FordSanand http://t.co/m33oF77gIl	Thu Mar 26 07:18:07 +0000 2015	United Kingdom
Dubai	#Ford #Mustang : Killer looks and drives like a dream. http://t.co/Hm4rKygPj9	Thu Mar 26 07:18:09 +0000 2015	United Arab Emirates
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/PULENuHW2w http://t.co/M1kK2qZlkN	Thu Mar 26 07:18:09 +0000 2015	United States
England	Second Ferrari dream this week 😍	Thu Mar 26 07:18:13 +0000 2015	United Kingdom
None	RT @neil_in_barrow: Big day for Ulverston: the controversial proposals for a new supermarket and homes on Ford Park both due to be decided.…	Thu Mar 26 07:18:14 +0000 2015	United Kingdom
None	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:18:15 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/tbptBWv6mQ http://t.co/0eKQPPok8f	Thu Mar 26 07:18:16 +0000 2015	United States
None	Ford Figo Aspire revealed - http://t.co/seCCWfQPJK #Aspire #Figo @Ford @FordIndia	Thu Mar 26 07:18:18 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/q9G667L7nM http://t.co/OGs6DjJsVl	Thu Mar 26 07:18:19 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/UKtbIccOCi http://t.co/iKTD6uoeqC	Thu Mar 26 07:18:22 +0000 2015	United States
Dubai	New #Ford car automatically obeys #speed limits http://t.co/l4RDoVqym8	Thu Mar 26 07:18:23 +0000 2015	United Arab Emirates
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/cFCGVnmF9Z http://t.co/ZIVrQslYAr	Thu Mar 26 07:18:28 +0000 2015	United States
None	Beyoncé in Tom Ford http://t.co/mMhmpnAAWH &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;	Thu Mar 26 07:18:29 +0000 2015	None
Gujarat	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:18:30 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/eBmV4jXs9b http://t.co/6vmu7aV7fC	Thu Mar 26 07:18:31 +0000 2015	United States
Delhi	RT @sidpatankar: And we r finally here! SVP #Sanand @FordIndia @Ford http://t.co/KPlUI1vp8y	Thu Mar 26 07:18:31 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/wCXKxahTDD http://t.co/oilnoWJzGK	Thu Mar 26 07:18:34 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/Cqo9AwjHfu http://t.co/SF497dRXVO	Thu Mar 26 07:18:38 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/sE4Jk5hIPP http://t.co/gmCvE0xUIp	Thu Mar 26 07:18:41 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/B3PVXAbqpQ http://t.co/1Xhib9fUKc	Thu Mar 26 07:18:43 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/OGKwiDwIvE http://t.co/gaFYQiQw6Z	Thu Mar 26 07:18:46 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/gckwePKayn http://t.co/7IYKCOdZmv	Thu Mar 26 07:18:49 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/fxm8EgTcKa http://t.co/hsaL2pzX2q	Thu Mar 26 07:18:52 +0000 2015	United States
Chelyabinsk Oblast	RT @licompsourge: 2012 Ford Mustang Super Cobra Jet — Supercharged DOHC V8 Drag Car http://t.co/sq6zlK9mdX #ЧитаюВзаимно	Thu Mar 26 07:18:53 +0000 2015	Russia
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/FUxAzeTEpU http://t.co/O5nTU2VZB3	Thu Mar 26 07:18:55 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/bjy175ZJzU http://t.co/RhC53eAZ5d	Thu Mar 26 07:18:58 +0000 2015	United States
Île-de-France	RT @HerrFrederik: @Nissan #370 #Nismo shot for @Volante_mag cc @nissanbelux http://t.co/QaEb4yOgWO	Thu Mar 26 07:19:01 +0000 2015	France
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/WOFID3GQdh http://t.co/8HCNfRZeax	Thu Mar 26 07:19:02 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/AmA9kL1y6x http://t.co/G6YMpEe1lm	Thu Mar 26 07:19:05 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/QgOroPKykb http://t.co/wZGkjjAkJW	Thu Mar 26 07:19:08 +0000 2015	United States
None	Ford CEO will focus on India, China to drive Vision 2020 - Hindu Business Line http://t.co/YDszT3nhzo #News	Thu Mar 26 07:19:10 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/YA1Oajx3dA http://t.co/fy5udj7MsJ	Thu Mar 26 07:19:11 +0000 2015	United States
None	#India Ford CEO will focus on India, China to drive Vision 2020 - Hindu Business Line http://t.co/C4SP1stDJD	Thu Mar 26 07:19:11 +0000 2015	India
None	Test drive. Ford Ranger. Off to Morong. 🚘	Thu Mar 26 07:19:12 +0000 2015	None
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/GoNkfHIlqB http://t.co/I6n9fNdgKf	Thu Mar 26 07:19:14 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/ZkmfGoClA0 http://t.co/iWjYFZ8zxu	Thu Mar 26 07:19:17 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/Gcys9gCNt1 http://t.co/gOUwZDmNjD	Thu Mar 26 07:19:20 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/iceOB1D3c5 http://t.co/bxdLhsnYT5	Thu Mar 26 07:19:26 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/3Nzezh0hK8 http://t.co/6uLX89X65a	Thu Mar 26 07:19:29 +0000 2015	United States
None	Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #MalaysiaGP	Thu Mar 26 07:19:30 +0000 2015	United Kingdom
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/LhydW0bwAC http://t.co/YZnWJorU8O	Thu Mar 26 07:19:32 +0000 2015	United States
None	@YellDavid @NFS_Jacob @Nissan @DRIVECLUB The 370Z looks ugly with the lights.	Thu Mar 26 07:19:35 +0000 2015	None
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/Gusj8PutMS http://t.co/avnK28pEiN	Thu Mar 26 07:19:35 +0000 2015	United States
New York	Tom Ford Reportedly Has a Movie with George Clooney in the Works - http://t.co/3P0hFTKAay #highbg @highbgcom http://t.co/Qj8onRp442	Thu Mar 26 07:19:37 +0000 2015	United States
Bavaria	RT @JennieGow: Shame, I’m hearing that Vettel will not be going to the Merc debrief tomorrow. Apparently Ferrari have ruled it out. #F1	Thu Mar 26 07:19:37 +0000 2015	Germany
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:19:38 +0000 2015	United Kingdom
Maharashtra	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:19:39 +0000 2015	India
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/TDQYpqCTlp http://t.co/W5HUz3sMXf	Thu Mar 26 07:19:39 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/RISNjDfsxX http://t.co/xghQMkxv0I	Thu Mar 26 07:19:42 +0000 2015	United States
Haifa District	Eagle Ford Traffic Deaths Increase 13% – How many of the traffic victims can be related to the extraction of shale… http://t.co/6Oc0J19Hj3	Thu Mar 26 07:19:44 +0000 2015	Israel
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/gs2Y38woL6 http://t.co/JqsKnWWgLt	Thu Mar 26 07:19:44 +0000 2015	United States
New York	1:18 Exoto Ford "999" Racer, $1 Start, NO RESERVE! - Full read by eBay http://t.co/LWZ7jf7B5K http://t.co/Q9epUd2nFm	Thu Mar 26 07:19:47 +0000 2015	United States
None	Sebastian Vettel in today Sepang http://t.co/g2GsbW9nfO #sebastianvettel #vettel #formula1 #f1 #ferrari #forza #scuderia #alonso #bottas	Thu Mar 26 07:19:49 +0000 2015	Hungary
British Columbia	Ford Back to Basics at Fraser River Lodge in Agassiz - @FordCanada #FordBackToBasics http://t.co/EBjAqQVdbb	Thu Mar 26 07:19:54 +0000 2015	Canada
Wales	RT @news_in_summary: Six Nations 2015: Guscott on Ford, #Wales &amp; team of the week http://t.co/xVc5uTL430 #ZippedNews http://t.co/OLwI0DYAMt	Thu Mar 26 07:19:54 +0000 2015	United Kingdom
Gujarat	Ford Motors factory in Guj. Ford to produce new Fird Figo Aspire model in Sanand plant. @htTweets http://t.co/KxXkIBtN9w	Thu Mar 26 07:19:57 +0000 2015	India
Brittany	RT @JennieGow: Shame, I’m hearing that Vettel will not be going to the Merc debrief tomorrow. Apparently Ferrari have ruled it out. #F1	Thu Mar 26 07:20:08 +0000 2015	France
Puebla	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:09 +0000 2015	Mexico
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:10 +0000 2015	Spain
Virginia	2016 Jaguar XF, 2016 Ford Focus RS, Mid-Engine Corvette: Today’s Car News http://t.co/1THokl14vJ	Thu Mar 26 07:20:10 +0000 2015	United States
Oklahoma	RT @Car_Porns: White Ferrari 458 😍💰 ' http://t.co/D3YvJ6e1Vz	Thu Mar 26 07:20:17 +0000 2015	United States
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:19 +0000 2015	None
None	Take out a study loan and stand a chance to win a Ford Figo, so you can cruise through your studies.http://t.co/P1wDcX2hWa	Thu Mar 26 07:20:24 +0000 2015	None
Federal Territory of Kuala Lumpur	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:29 +0000 2015	Malaysia
None	Beauty Offers http://t.co/yPa2aBjR1a OAKLEY OX8034-0951 FERRARI SCUDERIA MARSHAL BLACK RED EYEWARE EYEGLASSES FRA… http://t.co/7VWn614n93	Thu Mar 26 07:20:35 +0000 2015	United States
Karnataka	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:35 +0000 2015	India
Lviv Oblast	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:39 +0000 2015	Ukraine
Minnesota	RT @Car_Porns: White Ferrari 458 😍💰 ' http://t.co/D3YvJ6e1Vz	Thu Mar 26 07:20:42 +0000 2015	United States
Western Cape	Ford negotiating with TenCent to install @WeChatBuilder help connected drivers go handsfree http://t.co/WZbuQ9QzNF	Thu Mar 26 07:20:49 +0000 2015	South Africa
None	RT @teandkimi: Ferrari are spoil sports! Damn, it would be funny if Seb really does turn up at the Merc debrief.	Thu Mar 26 07:20:52 +0000 2015	Saudi Arabia
England	RT @neil_in_barrow: Big day for Ulverston: the controversial proposals for a new supermarket and homes on Ford Park both due to be decided.…	Thu Mar 26 07:20:56 +0000 2015	United Kingdom
Minnesota	FInd what you need for your #Nissan Maxima http://t.co/Dk7SG7x5cg #follow	Thu Mar 26 07:20:56 +0000 2015	United States
Wilayah Persekutuan Kuala Lumpur	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:20:57 +0000 2015	Malaysia
None	I'm listening to Nick Ferrari on @lbc http://t.co/X6HO8YGT2c	Thu Mar 26 07:21:00 +0000 2015	Turkey
Michigan	#SuperCarNews : Ferrari 458 Challenge Race Car by Impressive Wrap Hong Kong Looks Like a Fighter Plane: The la... http://t.co/NIvV8bdDKs	Thu Mar 26 07:21:02 +0000 2015	United States
None	@bushontheradio @absoluteradio Fav car is Ferrari F40 and stunt idea is to jump off the top of the Grand Canyon drinking a pint!	Thu Mar 26 07:21:11 +0000 2015	None
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:11 +0000 2015	Bulgaria
None	RT @JennieGow: Shame, I’m hearing that Vettel will not be going to the Merc debrief tomorrow. Apparently Ferrari have ruled it out. #F1	Thu Mar 26 07:21:17 +0000 2015	None
Hlavní město Praha	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:26 +0000 2015	Czech Republic
British Columbia	Harrison Ford Fairlane @midnight #FantasyCelebs	Thu Mar 26 07:21:28 +0000 2015	Canada
None	Ford invests $1 billion in new plant in Gujarat; aims to triple exports from India http://t.co/cXugnc64Kh	Thu Mar 26 07:21:32 +0000 2015	India
Metro Manila	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:33 +0000 2015	Philippines
None	Ford invests $1 billion in new plant in Gujarat; aims to triple exports from India http://t.co/nZ6CqY6tWJ http://t.co/krLOojkfAv	Thu Mar 26 07:21:33 +0000 2015	India
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:34 +0000 2015	None
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:40 +0000 2015	None
California	RT @deray: Yes, let's talk about violence. Mike Brown, Ezell Ford, Aiyana Jones, Tamir Rice, Eric Garner, Rekia Boyd were violently killed …	Thu Mar 26 07:21:46 +0000 2015	United States
None	RT @TheFunnyWorId: Liam Nissan. http://t.co/yUoyMZYFD6	Thu Mar 26 07:21:47 +0000 2015	None
None	$FI:IM The battle for Canada: Ford and Fiat Chrysler vie to be No. 1 #FIAT INDUSTRIAL SPA  http://t.co/gJAs0pN9ti #STOXX600	Thu Mar 26 07:21:47 +0000 2015	United Kingdom
Connecticut	John Hennessey Talks Details, Drives The Wheels Off Of HPE700 2015 Ford Mustang: Video http://t.co/HPV4a2JVfo	Thu Mar 26 07:21:49 +0000 2015	United States
None	RT @ThePlaylist: Jake Gyllenhaal, Amy Adams, Joaquin Phoenix &amp; More Circling Tom Ford's 'Nocturnal Animals' http://t.co/EUQ32vHXo4	Thu Mar 26 07:21:50 +0000 2015	United Kingdom
None	Ford aims to triple exports from India with $1 billion plant  - http://t.co/rcDSuzkeRQ	Thu Mar 26 07:21:54 +0000 2015	United Kingdom
None	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:21:55 +0000 2015	India
None	RT @LangaMahesh: Ford Motors factory in Guj. Ford to produce new Fird Figo Aspire model in Sanand plant. @htTweets http://t.co/KxXkIBtN9w	Thu Mar 26 07:21:56 +0000 2015	India
Florida	“@SuperCarVines: LB Ferrari got hit, the reaction is priceless 😂 https://t.co/TvrudTbo7Y” I fucks with his jeep THO 😂	Thu Mar 26 07:21:57 +0000 2015	United States
Gelderland	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:58 +0000 2015	Netherlands
England	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:21:59 +0000 2015	United Kingdom
None	“@DiscloseTruth13: I have found my dream Sunday cruiser, 1960 Ford Thunderbird http://t.co/KdL9PUZvqH” gosh! Luv these cars!	Thu Mar 26 07:22:04 +0000 2015	United Kingdom
Gujarat	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:22:08 +0000 2015	India
Indiana	RT @EVSportsCorp: Electric crowd here at the Ford Center for the nightcap of a great day of postseason basketball in Evansville, IN! http:/…	Thu Mar 26 07:22:10 +0000 2015	United States
California	RT @TheFunnyWorId: Liam Nissan. http://t.co/yUoyMZYFD6	Thu Mar 26 07:22:16 +0000 2015	United States
England	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:22:21 +0000 2015	United Kingdom
Washington	RT @ReutersIndia: Ford CEO says Figo Aspire will be launched for sale in India later this year	Thu Mar 26 07:22:28 +0000 2015	United States
None	RT @TheWrap: Jake Gyllenhaal, Amy Adams Eyed to Star in Tom Ford's Thriller 'Nocturnal Animals' http://t.co/yBFRgMyaJW http://t.co/o8dJr8yu…	Thu Mar 26 07:22:28 +0000 2015	None
Uttar Pradesh	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:22:30 +0000 2015	India
None	@sjamesjourno Ford all day long. There's no way Farrell can get our back line moving like Ford does.	Thu Mar 26 07:22:30 +0000 2015	None
California	RT @injustice836: Henry Ford produced vehicles for both the Nazis and the Allies, because corporations have no nation and money is their on…	Thu Mar 26 07:22:42 +0000 2015	None
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:22:44 +0000 2015	None
None	RT @LangaMahesh: Ford Motors factory in Guj. Ford to produce new Fird Figo Aspire model in Sanand plant. @htTweets http://t.co/KxXkIBtN9w	Thu Mar 26 07:22:47 +0000 2015	India
England	Ford cars slow when they see speed-limit signs.  http://t.co/QuiPNnnGwc	Thu Mar 26 07:22:50 +0000 2015	United Kingdom
Gujarat	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:22:51 +0000 2015	India
Uttar Pradesh	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:22:53 +0000 2015	India
Arkansas	_{ "Quality means doing it right when no one is looking." - Henry Ford {_	Thu Mar 26 07:22:56 +0000 2015	United States
Pennsylvania	Ford recalls over 220,000 vehicles in North America for three issues http://t.co/6Te8dGxXsQ	Thu Mar 26 07:23:02 +0000 2015	United States
England	@sjamesjourno there is no comparison ..... ford every time ..... back up Cipriani	Thu Mar 26 07:23:09 +0000 2015	United Kingdom
None	RT @talktosanjai: #Ford Motor Co has invested $1 billion in a new plant in #Gujarat; to triple #exports from the country, says chief execut…	Thu Mar 26 07:23:15 +0000 2015	United Kingdom
Community of Madrid	RT @LangaMahesh: Ford Motors factory in Guj. Ford to produce new Fird Figo Aspire model in Sanand plant. @htTweets http://t.co/KxXkIBtN9w	Thu Mar 26 07:23:16 +0000 2015	Spain
Dublin	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:23:23 +0000 2015	Ireland
Kelantan	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:23:30 +0000 2015	Malaysia
None	RT @F1: Rosberg: "I don't think it's right to say we're further ahead than 2014. Ferrari are closer than our nearest rival last year" #Mala…	Thu Mar 26 07:23:32 +0000 2015	None
Gujarat	RT @ChaudhryShankar: Gujarat CM @anandibenpatel inaugurated ambitious " Vehicle Assembly &amp; Engine Plan" - an endeavour of @Ford, at Sanand …	Thu Mar 26 07:23:36 +0000 2015	India
Kerala	“@IndiaToday: Ford invests $1 billion in new plant in Gujarat; aims to triple exports from India http://t.co/22WZGBoJDG” wow wow!!!	Thu Mar 26 07:23:38 +0000 2015	India
Makkah Province	Damn.. #cummins #firstgen #turbo #diesel #dodge #ford #chevy... http://t.co/qpGanWftg7 http://t.co/SYVvtaBP6s	Thu Mar 26 07:23:40 +0000 2015	Saudi Arabia
None	For Jazz Blues, my pick will be Robben Ford. Dia dulu guitarist Miles Davis. Suggested listen is Peace On My Mind. http://t.co/jzZSpfXPUm	Thu Mar 26 07:23:41 +0000 2015	None
None	The Tom Ford models are something else 🌈🌈✨	Thu Mar 26 07:23:42 +0000 2015	None
