TX	#Banking #Job alert: Reconciliation Specialist | Charles Schwab | #Austin, TX http://t.co/guMbsJcRfK #VeteranJob #Jobs #Hiring	Thu Apr 30 15:24:10 +0000 2015	0
FL	@Connellybooks we traded the Lincoln - Lincoln Lacrosse player now driving a Versa &amp; holding d-pole out window ;) http://t.co/Y4aRFx65dN	Thu Apr 30 15:24:14 +0000 2015	0
TX	Ray Childress, the guy that single handedly brought down Lawrence Marshall Chevrolet...	Thu Apr 30 15:24:46 +0000 2015	0
TX	why do people make hoe pages for austin lol	Thu Apr 30 15:24:50 +0000 2015	0
WI	In honor of Lincoln's prom this weekend, a little throwback to junior prom with these lovely ladies!… https://t.co/0fUejniEZk	Thu Apr 30 15:25:01 +0000 2015	0
NV	A 2008 Ford Edge was just scanned near Indianapolis, IN 46254 http://t.co/ACZACnVx3d #whatsyourcarworth #carfax	Thu Apr 30 15:25:30 +0000 2015	0
WI	Factory style #RearSpoiler added to this #2015 #Dodge #DartGT #Dart #donttouchmydart #dartsofmichigan… https://t.co/F42KVH7tzF	Fri May 01 15:09:01 +0000 2015	0
NM	Hey @IMS @IndyCar  is Sundays Honda aero kit teat be streamed? #PLEASE	Fri May 01 15:09:12 +0000 2015	0
CA	Yeah. This summarizes the night. #selfie #mixtape #EP @ Austin-Hudgins Arts Collective and Book Nook https://t.co/8zkukfhJ9L	Fri May 01 15:09:14 +0000 2015	0
FL	A 2001 Lincoln Town Car was just scanned near Tallahassee, FL 32305 http://t.co/ACZACnVx3d #vinny_says #myvinny #buyacar	Fri May 01 15:09:15 +0000 2015	0
NM	Finalized what I'll be calling the "Kicklahoma Mini Tour" this upcoming summer. 5 shows in 7 weekends… https://t.co/gSgJq1Dvdi	Fri May 01 15:09:25 +0000 2015	0
TX	I'm at Starbucks in Austin, TX https://t.co/EBa60eu5xt	Fri May 01 15:09:36 +0000 2015	0
CA	The Bentley GT3R, no. 27 of 99 made for the US. #Bentley #GT3R #TrackReady #Supercar #British #Luxury… https://t.co/J9lhYQzqdr	Fri May 01 15:09:37 +0000 2015	0
TX	I'm at Orangetheory Fitness in Austin, TX https://t.co/hNNlUbLnKF	Fri May 01 15:09:48 +0000 2015	0
TX	Compliance Administrator - D.R. Horton: (#Austin, TX) http://t.co/lJQGTajabF #Job #Jobs #Hiring	Thu Apr 30 11:00:05 +0000 2015	0
TX	AUS-SFO (@ Austin Bergstrom International Airport (AUS) - @austinairport in Austin, TX) https://t.co/GQPCmJBFzg	Thu Apr 30 11:00:16 +0000 2015	0
CA	A 2006 Ford F-250 Super Duty was just scanned near Santa Monica, CA 90405 http://t.co/Pa268hmek6 #ebaymotors #carshopping	Wed Apr 29 22:45:53 +0000 2015	0
TX	Tropicalia kinda day. (@ Soup Peddler Real Food &amp; Juice Bar in Austin, TX) https://t.co/YnPsErFqOF	Wed Apr 29 22:45:58 +0000 2015	0
WA	Morgan find West Point Industries #30819	Fri May 01 18:23:00 +0000 2015	0
TX	#Sales #Job in #Austin, TX: Travel Manager - Austin, TX at Corporate Traveler http://t.co/cedfh2zNkx @CorpTravelerUSA #Jobs #Hiring	Fri May 01 18:23:28 +0000 2015	0
NM	A 2003 Nissan Maxima was just scanned near Athens, GA 30601 http://t.co/Pa268hmek6 #scanner #kbb #vinnychallenge	Fri May 01 18:23:55 +0000 2015	0
AK	Just stoated up to my exam in a coat with buttons hangin off and odd socks and someone else just drove up in a 14 plate audi 🌝	Fri May 01 08:02:48 +0000 2015	0
NM	A 2004 Dodge Stratus was just scanned near Chetopa, KS 67336 http://t.co/ACZACnVx3d #scanner #android #AreYouTheOne	Fri May 01 08:04:40 +0000 2015	0
AK	so pissed off and feel embarrassed but once a ram always a ram	Sat May 02 14:16:24 +0000 2015	0
CA	SO CAL WEATHER GREAT RN. IM STILL HIGH	Sat May 02 14:16:34 +0000 2015	0
WY	Im sooooo ready for tonight 🎉😎😜💕🔥💃🙌💅👯	Sat May 02 14:16:39 +0000 2015	0
WV	A few Aventadors "@_IAintShitSon: My college tuition and my fucking happiness in a Nissan Skyline GTR. http://t.co/uhYg0REWzF"	Sat May 02 14:16:52 +0000 2015	0
TX	123,456!!!!!  I've had Car for 10 years this month! Great numbers! #honda #civic #si #2005 @… https://t.co/cGVLqHXRaw	Sat May 02 17:27:14 +0000 2015	0
WY	I'm at Gong Fu Tea in Des Moines, IA https://t.co/5XPomBcMcr	Sat May 02 17:27:16 +0000 2015	0
NM	-*Shes going with Tt Adrianne while I go to the bridal shower	Sat May 02 17:27:17 +0000 2015	0
NV	Nothing like a few pints to recover after the Indy Mini! @YardHouse #craftbeer http://t.co/zvR50MxRTm	Sat May 02 17:27:17 +0000 2015	0
NM	Cant nun beat ah failure but ah try well im trying to get me some money	Sat May 02 17:27:46 +0000 2015	0
WV	Hey it's not the office #USA 🇺🇸 @ Lincoln Memorial https://t.co/MtytknGo10	Sat May 02 17:27:48 +0000 2015	0
TX	@Bama_Dynasty Ur right. Im goin to my bro @mackiejackson24 to watch the fight. We get a decision/draw, im knockin HIS ass the fuck.out!	Sat May 02 17:28:00 +0000 2015	0
NM	A 2003 Toyota Corolla was just scanned near Franklin, TN 37067 http://t.co/Pa268hmek6 #1millionscans #scanner #vinny	Sat May 02 17:28:06 +0000 2015	0
NM	A 2012 Honda Accord was just scanned near Franklin, TN 37067 http://t.co/ACZACnVx3d #carfax #vinny #follow	Sat May 02 17:28:07 +0000 2015	0
AK	@_ParamoreBaby_ the #Makegráthelaw in your Twitter bio brought me so much joy im not gonna lie :D	Sat May 02 17:28:16 +0000 2015	0
WV	Get rich im with my same bitch	Sat May 02 20:39:12 +0000 2015	0
CA	I own sooo many clothes yet Im literally always wearing my boyfriends T-shirts &amp; sweatshirts	Sat May 02 20:39:21 +0000 2015	0
WY	Im 2 In!	Sat May 02 20:39:29 +0000 2015	0
WV	RT @Ratchet: Let me hop out the mf Porsche  http://t.co/fMt86XerqE	Sat May 02 20:39:34 +0000 2015	0
WI	SOME OLD MAN WALKS BY AND GIVES ME A PERVY LOOK IM SCARED	Sat May 02 20:39:36 +0000 2015	0
AK	@Fergoodness you were missed Fergus! Fortunately we had pilot John looking after us again. 🚁	Sat May 02 20:39:49 +0000 2015	0
CA	Ford right choice	Sat May 02 20:40:00 +0000 2015	0
FL	Daughterinlaw a jerk!!! Thinks she's smart!!!!	Sat May 02 20:40:05 +0000 2015	0
FL	Yes  yes HBD  it on josephine white @ Miami Lakes Jeep https://t.co/GFplG63DdC	Sat May 02 20:40:07 +0000 2015	0
AK	first let me hop out that motherfuckin Porsche I don't wanna hit that ass if it don't sit like a horse	Thu Apr 30 07:23:37 +0000 2015	0
WA	Late night #WorkOut / #CarWash. #Ford #Escape @ Car Wash https://t.co/A4LqXVN4tb	Sat May 02 05:47:43 +0000 2015	0
WY	Shout to the AUDI for fuckim us over tonight	Sat May 02 05:47:44 +0000 2015	0
WI	A 2015 Mercedes-Benz M-Class was just scanned near Madison, WI 53713 http://t.co/ACZACnVx3d #startup #ebaymotors #iphone	Sat May 02 05:47:46 +0000 2015	0
NM	I ate pandas today with Shelby, and I still want more!!!🍴 #ThatTangerineChickenDoe	Sat May 02 05:47:47 +0000 2015	0
NV	@dangdarnit bruh how u wanna finsh this then bc im bored w this and i gotta go	Sat May 02 14:00:42 +0000 2015	0
HI	And im wondering baaaaaby do you hear the phone when I call??	Sat May 02 14:01:00 +0000 2015	0
AK	Pig Tails have crossed over, Im Loving it.   http://t.co/mZgm8frx4J	Sat May 02 14:01:06 +0000 2015	0
WV	Getting that 5-16 sticker (@ Pearson Honda in Midlothian, VA) https://t.co/hdxAooEMuw	Sat May 02 14:01:12 +0000 2015	0
WV	@eriee_03 I think its an eagle or something😂	Wed Apr 29 20:06:47 +0000 2015	0
WY	We failed to win a single bingo but we enjoyed ourselves. @1_elle_1 @ Broadway Bar &amp; Pizza - Plymouth https://t.co/8C12cuuJpe	Wed Apr 29 20:06:53 +0000 2015	0
FL	A 1996 Chevrolet Corvette was just scanned near Ocala, FL 34475 http://t.co/Pa268hDPbE #startup #ebaymotors #follow	Wed Apr 29 20:07:07 +0000 2015	0
CA	#snake in our driveway today #90065 #90042 @ Somewhere in Eagle Rock https://t.co/JJ5AIcZ5s6	Wed Apr 29 20:07:36 +0000 2015	0
NM	Nap time with my mini me 😊	Wed Apr 29 20:08:05 +0000 2015	0
WY	A 2005 Chrysler Sebring was just scanned near Minneapolis, MN 55413 http://t.co/ACZACnDVED #iphone #buyacar #follow	Wed Apr 29 20:08:08 +0000 2015	0
WY	@thedavidcrosby Have fun in Lincoln tonight!  I wish I could be there too see the epic grandeur that is CSN and band!	Wed Apr 29 20:08:13 +0000 2015	0
FL	A 2002 Ford Mustang was just scanned near Ocala, FL 34475 http://t.co/ACZACnDVED #whatsyourcarworth #autocheck	Wed Apr 29 20:08:15 +0000 2015	0
CA	always have loved this #painting @ Rally Gmc https://t.co/HN0PzfjM1Z	Wed Apr 29 20:08:20 +0000 2015	0
TX	Executive Assistant - AMD: (#Austin, TX) http://t.co/Q2qpyc8do9 #Clerical #AMD #Job #Jobs #Hiring #TweetMyJobs	Wed Apr 29 20:08:25 +0000 2015	0
WV	1 American Coot (Fulica americana) - Jenney Pond, Plymouth - 2015-04-28 12:45 http://t.co/S4tWJTIGF8	Wed Apr 29 15:05:04 +0000 2015	0
WY	Happy birthday Morgan love you !!!💖💖😊😊 http://t.co/Hnom4pwpAE	Wed Apr 29 15:05:44 +0000 2015	0
TX	#Austin, TX #Cosmetology #Job: Stylist at Sport Clips http://t.co/kLfollGGIe #Jobs #Hiring #TweetMyJobs	Wed Apr 29 15:05:45 +0000 2015	0
