WY	A 2006 Nissan 350Z was just scanned near Holbrook, MA 02343 http://t.co/Pa268hmek6 #vinnyapp #vinny #ios	Wed Apr 29 14:46:38 +0000 2015	0
WV	A 2012 Nissan Maxima was just scanned near Rosedale, MD 21237 http://t.co/ACZACnVx3d #vinny_scans #1millionscans	Wed Apr 29 14:47:13 +0000 2015	0
WY	Well was gonna stop by and say hi lol @IsabelPone (@ Richfield Bloomington Honda in Minneapolis, MN) https://t.co/MrT62gp6pm	Wed Apr 29 14:47:13 +0000 2015	0
WY	A 2010 Ford Escape was just scanned near Rockford, IL 61109 http://t.co/ACZACnVx3d #buyacar #android #ios	Wed Apr 29 14:47:16 +0000 2015	0
NM	“@Mr_IceWater: @1Jimmy__ yeahhhh this summer. Got our dj @DjBluSolo coming back from Austin. Scrait Birthday Party Mane” 💪🏽😤🎉🎊	Wed Apr 29 14:47:16 +0000 2015	0
NM	Hump day… Wednesday Worse &amp; Thursday all so sad 😔… Bobby Said"#weWorking @ Ford Detail &amp; Car Wash https://t.co/UBL4xJdJ2M	Wed Apr 29 14:47:17 +0000 2015	0
TX	A 2007 Jeep Commander was just scanned near El Paso, TX 79936 http://t.co/ACZACnVx3d #vinnychallenge #1millionscans	Wed Apr 29 18:10:57 +0000 2015	0
TX	Checking out the legislation process &amp; visiting @laintheatx (@ Texas State Capitol in Austin, TX) https://t.co/nPrbLyx5rp	Wed Apr 29 18:11:19 +0000 2015	0
TX	Down Payment on a jaguar	Wed Apr 29 18:11:22 +0000 2015	0
NM	#Sources Austin Frey (@Austin_Frey) has a bad femur and major character issues	Wed Apr 29 18:11:25 +0000 2015	0
NV	A 2013 Chevrolet Cruze was just scanned near Wheat Ridge, CO 80214 http://t.co/Pa268hmek6 #retweet #autocheck #vinnyapp	Wed Apr 29 18:11:58 +0000 2015	0
WV	We love our new step &amp; repeat and red carpet! Gala night - let's go! #jazzdotorg @ Jazz at Lincoln… https://t.co/zUmI6I8agp	Wed Apr 29 18:12:07 +0000 2015	0
CA	A 2004 Saturn Ion was just scanned near San Fernando, CA 91340 http://t.co/ACZACnVx3d #kbb #android #follow	Wed Apr 29 18:12:18 +0000 2015	0
WI	Dakar Yellow. Yay or Nay? GO! @ Endras BMW https://t.co/f889AUyp5R	Wed Apr 29 18:12:25 +0000 2015	0
AK	Want to advertise your business on our mini in return for a donation to Variety the Children's Charity? http://t.co/gj4qvZODbc	Wed Apr 29 18:12:45 +0000 2015	0
WV	Sunsets in America's hometown. Plymouth, MA.  Prints available in various sizes and styles:… https://t.co/Zk6hs3e0h4	Wed Apr 29 18:12:54 +0000 2015	0
CA	I'm at Austin's Restaurant &amp; Bar in Goodyear, AZ https://t.co/BcTt5q7MOw	Wed Apr 29 18:13:08 +0000 2015	0
WY	Time to get Kiyomi's Yaris serviced. (@ Rudy Luther Toyota in Golden Valley, MN) https://t.co/w8v32cS9Ot	Fri May 01 13:03:07 +0000 2015	0
NM	Former Eagle Drafted in NFL First Round http://t.co/282B91Q9j6	Fri May 01 13:03:40 +0000 2015	0
TX	A 2000 Saturn S-Series was just scanned near Pensacola, FL 32504 http://t.co/ACZACnVx3d #whatsyourcarworth #carfax	Fri May 01 13:03:48 +0000 2015	0
WI	@FanSided This will be our hardest game for multiple reasons. #shorthanded #opener #debut #Lincoln	Fri May 01 13:03:59 +0000 2015	0
NV	Tesla’s new product could revolutionize home energy, cut your electric bill: Tesla has unveiled a suite of new… http://t.co/0zXVzitZQE	Fri May 01 13:04:09 +0000 2015	0
AK	Black Geisha post is finally on the blog! plus a mini photo diary up tonight. @ http://t.co/y9kHixFOuF https://t.co/LfrSxKKYjX	Fri May 01 13:04:16 +0000 2015	0
HI	Tesla Energy is Elon Musk's battery system that can power homes, businesses, and the world http://t.co/jbHPDIy49p	Fri May 01 13:04:19 +0000 2015	0
WY	fiercejewels is another #freshface to #ShockerRacing with her #lexus #ISF on #FemaleOwnedFriday… https://t.co/XtZko4gE4K	Fri May 01 13:04:27 +0000 2015	0
NM	How to make a Cayman S look big. #Ozarks #lotus #Exige @ On The Pig Trail https://t.co/wu8tqiMepL	Fri May 01 13:04:46 +0000 2015	0
TX	#RealEstate #Job in #Austin, TX: Closing Document Review Spc-Austin at D.R. Horton http://t.co/72xozG87kv #Jobs #Hiring #TweetMyJobs	Fri May 01 13:05:11 +0000 2015	0
WY	A 2004 Lexus RX 330 was just scanned near Lemont, IL 60439 http://t.co/ACZACnVx3d #ipad #apple #usedcar	Fri May 01 13:05:17 +0000 2015	0
NV	@henrytheflit The Chrysler Imperial "80" #LillyLibraryIU #cars http://t.co/K0B6v2PK5E	Fri May 01 13:05:27 +0000 2015	0
WY	Now Hiring: Macomb County - Financial Center Manager - Sterling Heights, MI | Bank of America: MI - Shelby | http://t.co/s6AV9wno4E #jobs	Sat May 02 12:22:44 +0000 2015	0
NV	It's time!!! #IndyMini @ 500 Festival Indy Mini Marathon https://t.co/ebcoG9hVFX	Sat May 02 12:23:13 +0000 2015	0
NV	Morgan Freeman Says Not to Make Race a ‘Bigger Issue Than It Needs to Be’ (Video) http://t.co/uVA7XkuLeR via @TheWrap	Sat May 02 12:23:18 +0000 2015	0
TX	Aerotek: Quality Assurance Engineer (#Austin, TX) http://t.co/FXUgm4Wqsw #Pharmaceutical #Job #Jobs #Hiring	Wed Apr 29 20:17:23 +0000 2015	0
WV	I have been here at Paragon Honda for 2 years since then. We have  won the the President's award 2… https://t.co/gfzYyG3bDC	Wed Apr 29 20:17:30 +0000 2015	0
WI	#Ford vs #Mini #F150 #johnworkscooper #FollowUs @elite_detailer @ DOUBLE TAP FOR LIKES 🐅 https://t.co/7ZTRcNdHhM	Wed Apr 29 20:18:07 +0000 2015	0
NM	Austin literally just said "I never talked to you back then... You were below me. I was superior to you"	Wed Apr 29 20:18:10 +0000 2015	0
WY	Project Accounting Manager - Plastipak Packaging: (#Plymouth, MI) http://t.co/3jycygWg0g #Accounting #VeteranJob #Job #Jobs #Hiring	Wed Apr 29 20:18:31 +0000 2015	0
WV	im salty af man 😒	Sat May 02 11:58:28 +0000 2015	0
WV	@408overdose lol im always craving , I love food ! especially sweets	Sat May 02 18:01:28 +0000 2015	0
CA	@louischoseus  Tweet this to 50 people. If you break this chain &amp; we lose, im blaming YOU. sorry  #BestFandomCA2015 Directioners	Sat May 02 18:01:28 +0000 2015	0
CA	The new 'do @ Eagle Rock Supercuts https://t.co/bjVVELcVry	Sat May 02 18:01:36 +0000 2015	0
CA	#⃣punkrock #BBHMM #whenindoubtbottomitout #iminaboybad @ The Eagle Bar https://t.co/mB1zB4y3Dp	Sat May 02 18:01:41 +0000 2015	0
WV	@0xkimberly_ LMFAAAOOO 😂😂 Im deadass 😂😂😂😂😂	Sat May 02 18:01:45 +0000 2015	0
WV	2015 Jeep Grand Cherokee on the road! #buyfromkeith #buyfromrich #jeep #grandcherokee #md #mdjeeps… https://t.co/yNKaZwnGgZ	Sat May 02 18:01:50 +0000 2015	0
WV	IM GETTING AN ANATOMICAL LIFE SIZE LEGIT MEDICAL SCHOOL TEACHING SKELETON FOR MY BDAY OMG	Sat May 02 18:01:53 +0000 2015	0
CA	@nourryballs Tweet this to 50 people. If you break this chain &amp; we lose, im blaming YOU. sorry  #BestFandomCA2015 Directioners	Sat May 02 18:01:58 +0000 2015	0
WV	We were glad to host them! https://t.co/bs438NpxRb	Sat May 02 18:02:02 +0000 2015	0
TX	I'm at the pecan street festival in Austin, TX https://t.co/BHhTOz0NN8	Sat May 02 18:02:03 +0000 2015	0
OR	Just posted a photo @ Pilot Butte https://t.co/r0VNey5YYW	Sat May 02 18:02:14 +0000 2015	0
WI	Cleaning service before the road trip to Boston tonight! (@ HJ Pfaff Audi) https://t.co/Sck1rXVOEG	Sat May 02 18:02:27 +0000 2015	0
WV	IM DYING RN 😭😁😍 http://t.co/dXtPEGkEPn	Sat May 02 18:02:28 +0000 2015	0
CA	A 2001 GMC Yukon was just scanned near Mesa, AZ 85206 http://t.co/Pa268hmek6 #sellyourcar #buyacar #vinnyapp	Wed Apr 29 17:47:05 +0000 2015	0
TX	I'm at @OliveGarden in Austin, TX https://t.co/SqkgTU5z8A	Wed Apr 29 17:47:12 +0000 2015	0
WV	At Erik Horvitz's place doing some #mixes, I just notice a new #Lincoln. #shirtless #. #LicolnLogs @… https://t.co/kDTed0CUNj	Wed Apr 29 17:47:14 +0000 2015	0
TX	I plead insanity (@ Austin Vintage Guitars in Austin, TX) https://t.co/lomshgbbik	Wed Apr 29 17:47:46 +0000 2015	0
CA	A 2001 Toyota Highlander was just scanned near Phoenix, AZ 85009 http://t.co/ACZACnVx3d #usedcar #ilovevinny #myvinny	Wed Apr 29 17:47:57 +0000 2015	0
NM	@riosvaughn austin picking me up	Wed Apr 29 17:48:00 +0000 2015	0
WV	Bentley - ID#334423  http://t.co/YyQxg5gmux	Wed Apr 29 17:48:20 +0000 2015	0
NE	The Job Window Enterprises, Inc.: Entry Level Event Customer... (#Lincoln, NE) http://t.co/vXuMAEFJ5c #CustomerService #entrylevel #Job	Wed Apr 29 17:48:32 +0000 2015	0
TX	Austin craft beer is definitely appreciated by the locals. Lookin' good Bob! #hopsandgrain… https://t.co/WOhhhvi1kB	Thu Apr 30 01:31:14 +0000 2015	0
WY	A 2002 Lexus RX 300 was just scanned near Westwood, MA 02090 http://t.co/Pa268hmek6 #scanner #carfax #vinny_says	Thu Apr 30 01:31:17 +0000 2015	0
TX	Date night 💥 (@ El Jacalito Restaurant in Austin, TX) https://t.co/tZDPuJ45GT	Thu Apr 30 01:31:20 +0000 2015	0
WY	"new music" | bottles | young bull https://t.co/QfKTntM6d4	Thu Apr 30 01:31:47 +0000 2015	0
WI	If people are smart. Leave now before the metro is so packed that it will take you 1 hour and 30 minutes to get on. Leave noooow	Thu Apr 30 01:31:47 +0000 2015	0
TX	A 2004 Honda Civic was just scanned near El Paso, TX 79936 http://t.co/ACZACnVx3d #cars #android #buyacar	Thu Apr 30 01:32:34 +0000 2015	0
WY	Freshly painted E30 running better than ever. #dirty30 #BMW @ Field in Zeeland https://t.co/7K15MUCrEm	Thu Apr 30 01:32:40 +0000 2015	0
CA	A 2014 Toyota Camry was just scanned near Bloomington, CA 92316 http://t.co/ACZACnVx3d #startup #autocheck #kbb	Thu Apr 30 20:53:57 +0000 2015	0
NM	let becky&amp;Austin be happy together! Eventually it is their life ,whether you ship them or not , it's happening (; #becstin4lyfe	Thu Apr 30 20:53:59 +0000 2015	0
OR	Mini me doesn't feel good? Time for her first solo bowl! #pdxeats @ Pho Oregon Restaurant https://t.co/vycC5YYTc4	Thu Apr 30 20:54:01 +0000 2015	0
NV	Next on board this very dirty Porsche Boxster with heavy road grime on paint finish, trim and wheels.… https://t.co/Gi4qjlflsh	Thu Apr 30 20:54:15 +0000 2015	0
WV	@AustinMahone no no Austin get off Twitter don't come back on don't take a break no no no	Thu Apr 30 20:54:16 +0000 2015	0
OR	Indeed. #everydamnday #findyourgrind #livingontheedge @ Ford Alumni Center https://t.co/e3ZRb9SWnF	Thu Apr 30 20:54:17 +0000 2015	0
